content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"Absolutely trash. Completely run by Ai. I started at the same time with a group of friends to prepare for our trip to Japan. All of our lessons are completely different so we can't practice, help, or explain things to each other. The lessons glitch so you're suddenly transported to another chapter without context. The system settings constantly break. Ask the app to help explain answers? Good luck, unless you already know the language you're trying to learn there's no useful in-app resources",1,2026-04-04 21:38:50,1,play_store,Duolingo,"Absolutely trash. Completely run by Ai. I started at the same time with a group of friends to prepare for our trip to Japan. All of our lessons are completely different so we can't practice, help, or explain things to each other. The lessons glitch so you're suddenly transported to another chapter without context. The system settings constantly break. Ask the app to help explain answers? Good luck, unless you already know the language you're trying to learn there's no useful in-app resources",absolutely trash completely run by ai i started at the same time with a group of friends to prepare for our trip to japan all of our lessons are completely different so we can't practice help or explain things to each other the lessons glitch so you're suddenly transported to another chapter without context the system settings constantly break ask the app to help explain answers good luck unless you already know the language you're trying to learn there's no useful in-app resources,0.7927,0.125,0.05,positive,2,Other
"I like duolingo as a language learning app overall, but there are a few improvements to be made. I learn Arabic at my high school, and this app helped me pass (barely, but still). I think that it would be better if there were explanations available for all questions. also, for chess, I think we should be able to challenge our friends to matches by sending a link or something, and having DMs between users would be great too!",4,2026-03-24 23:17:00,0,play_store,Duolingo,"I like duolingo as a language learning app overall, but there are a few improvements to be made. I learn Arabic at my high school, and this app helped me pass (barely, but still). I think that it would be better if there were explanations available for all questions. also, for chess, I think we should be able to challenge our friends to matches by sending a link or something, and having DMs between users would be great too!",i like duolingo as a language learning app overall but there are a few improvements to be made i learn arabic at my high school and this app helped me pass barely but still i think that it would be better if there were explanations available for all questions also for chess i think we should be able to challenge our friends to matches by sending a link or something and having dms between users would be great too,0.9628,0.213,0.0,positive,0,Other
"I like Duolingo for the most part. Except when they test you at the end of a lesson on how to say a word and you're saying it exactly right, the same way they say it, and it marks it yellow or red as ""Close,"" or ""Wrong."" I'm not saying it wrong! It does the same thing with spelling, too. Sometimes it'll tell you you're wrong because in typing the letters, you mixed up 2; sometimes it'll let it slide and correct it for you. Those are annoying quirks, but otherwise I enjoy it.",4,2026-03-29 19:09:22,0,play_store,Duolingo,"I like Duolingo for the most part. Except when they test you at the end of a lesson on how to say a word and you're saying it exactly right, the same way they say it, and it marks it yellow or red as ""Close,"" or ""Wrong."" I'm not saying it wrong! It does the same thing with spelling, too. Sometimes it'll tell you you're wrong because in typing the letters, you mixed up 2; sometimes it'll let it slide and correct it for you. Those are annoying quirks, but otherwise I enjoy it.",i like duolingo for the most part except when they test you at the end of a lesson on how to say a word and you're saying it exactly right the same way they say it and it marks it yellow or red as close or wrong i'm not saying it wrong it does the same thing with spelling too sometimes it'll tell you you're wrong because in typing the letters you mixed up 2 sometimes it'll let it slide and correct it for you those are annoying quirks but otherwise i enjoy it,0.4361,0.077,0.058,positive,4,Other
"Every update they change the layout of how you go through the language, so that it thinks you've learned tons of words you've never seen in your life, which totally sucks for some lessons, like legendary lessons and word matching, where you can't look at the meaning. And I do try to review the lessons, but in certain types of lessons, like practicing weak areas, the ""weak areas"" constantly change! So I can't even learn what it thinks I know! And the updates are VERY often.",2,2026-04-01 21:52:02,4,play_store,Duolingo,"Every update they change the layout of how you go through the language, so that it thinks you've learned tons of words you've never seen in your life, which totally sucks for some lessons, like legendary lessons and word matching, where you can't look at the meaning. And I do try to review the lessons, but in certain types of lessons, like practicing weak areas, the ""weak areas"" constantly change! So I can't even learn what it thinks I know! And the updates are VERY often.",every update they change the layout of how you go through the language so that it thinks you've learned tons of words you've never seen in your life which totally sucks for some lessons like legendary lessons and word matching where you can't look at the meaning and i do try to review the lessons but in certain types of lessons like practicing weak areas the weak areas constantly change so i can't even learn what it thinks i know and the updates are very often,-0.4491,0.079,0.099,negative,2,Other
"I really liked playing Duolingo and learning about different languages and cultures, but me and many others wish things could go back to how things were. I mean seriously, I just spent 900 gems so I could finish two lessons under legendary mode and I didn't even get 25 more energies, I was put back into the lesson with 6 energies I had just earned. Just stop taking 2 energies at a time during legendary mode, it makes it so you have to spend 450 gems just to finish.",1,2026-03-27 02:08:11,2,play_store,Duolingo,"I really liked playing Duolingo and learning about different languages and cultures, but me and many others wish things could go back to how things were. I mean seriously, I just spent 900 gems so I could finish two lessons under legendary mode and I didn't even get 25 more energies, I was put back into the lesson with 6 energies I had just earned. Just stop taking 2 energies at a time during legendary mode, it makes it so you have to spend 450 gems just to finish.",i really liked playing duolingo and learning about different languages and cultures but me and many others wish things could go back to how things were i mean seriously i just spent 900 gems so i could finish two lessons under legendary mode and i didn't even get 25 more energies i was put back into the lesson with 6 energies i had just earned just stop taking 2 energies at a time during legendary mode it makes it so you have to spend 450 gems just to finish,0.8305,0.146,0.048,positive,2,Other
"I've been a long time user of Duolingo. I think its great overall, but it was better when it first began. The reason I'm writing this review is that I came back to this app years later, only to find out that they added chess instead of American Sign Language. In my opinion if you wanted users to experience language you would put effort into signed languages instead of a hobby...",2,2026-03-29 10:43:35,3,play_store,Duolingo,"I've been a long time user of Duolingo. I think its great overall, but it was better when it first began. The reason I'm writing this review is that I came back to this app years later, only to find out that they added chess instead of American Sign Language. In my opinion if you wanted users to experience language you would put effort into signed languages instead of a hobby...",i've been a long time user of duolingo i think its great overall but it was better when it first began the reason i'm writing this review is that i came back to this app years later only to find out that they added chess instead of american sign language in my opinion if you wanted users to experience language you would put effort into signed languages instead of a hobby,0.7506,0.085,0.0,positive,0,Other
"after 2 years of subscribing and playing daily, they completely changed their English to spanish curriculum making it nearly impossible to have fun and not feel like a complete idiot without wiping out entire history and starting over. they should have added a transition program or made it easier to learn the new words without having to fail every module repeatedly. it's a shame because I liked the program, but they have lost me as a paying user.",1,2026-04-03 11:33:18,1,play_store,Duolingo,"after 2 years of subscribing and playing daily, they completely changed their English to spanish curriculum making it nearly impossible to have fun and not feel like a complete idiot without wiping out entire history and starting over. they should have added a transition program or made it easier to learn the new words without having to fail every module repeatedly. it's a shame because I liked the program, but they have lost me as a paying user.",after 2 years of subscribing and playing daily they completely changed their english to spanish curriculum making it nearly impossible to have fun and not feel like a complete idiot without wiping out entire history and starting over they should have added a transition program or made it easier to learn the new words without having to fail every module repeatedly it's a shame because i liked the program but they have lost me as a paying user,-0.1103,0.107,0.1,negative,2,Other
"Its not a bad way to practice a language. I wouldn't recommend learning a language using this though. A lot of lessons feel very repetitive but not in a reinforcing way of learning more of getting the same questions even on a different unit. A lot of features also don't really make sense. Free version is a max of 1-3 lessons a day, there's a leaderboard system, Videocalls thats only locked behind prenium subscription, etc.",2,2026-03-14 02:32:14,4,play_store,Duolingo,"Its not a bad way to practice a language. I wouldn't recommend learning a language using this though. A lot of lessons feel very repetitive but not in a reinforcing way of learning more of getting the same questions even on a different unit. A lot of features also don't really make sense. Free version is a max of 1-3 lessons a day, there's a leaderboard system, Videocalls thats only locked behind prenium subscription, etc.",its not a bad way to practice a language i wouldn't recommend learning a language using this though a lot of lessons feel very repetitive but not in a reinforcing way of learning more of getting the same questions even on a different unit a lot of features also don't really make sense free version is a max of 1-3 lessons a day there's a leaderboard system videocalls thats only locked behind prenium subscription etc,0.6777,0.084,0.04,positive,0,Other
"In the past I have enjoyed Duolingo and recommended it to other, but now I find it frustratingly buggy. Over the past 3 weeks my leader board has been frozen. I have sent them a number of texts explaining my continuing problems, and have attempted to comply with their computer generated responses to no avail. I don't care abou points, but I don't want to be demoted which is about to happen.",1,2026-03-25 01:12:56,2,play_store,Duolingo,"In the past I have enjoyed Duolingo and recommended it to other, but now I find it frustratingly buggy. Over the past 3 weeks my leader board has been frozen. I have sent them a number of texts explaining my continuing problems, and have attempted to comply with their computer generated responses to no avail. I don't care abou points, but I don't want to be demoted which is about to happen.",in the past i have enjoyed duolingo and recommended it to other but now i find it frustratingly buggy over the past 3 weeks my leader board has been frozen i have sent them a number of texts explaining my continuing problems and have attempted to comply with their computer generated responses to no avail i don't care abou points but i don't want to be demoted which is about to happen,-0.9027,0.059,0.18,negative,3,Pricing & value
"Cannot rave enough about this program, both the app and the website. Thank you for coming up with this! Edit: Lesson completion screen keeps getting stuck. Only solution to continue is to force stop the app. Credit is lost for that lesson afterwards. Been an issue in the past but feels like it's increased happened about five times in a day.",1,2026-04-03 21:31:42,0,play_store,Duolingo,"Cannot rave enough about this program, both the app and the website. Thank you for coming up with this! Edit: Lesson completion screen keeps getting stuck. Only solution to continue is to force stop the app. Credit is lost for that lesson afterwards. Been an issue in the past but feels like it's increased happened about five times in a day.",cannot rave enough about this program both the app and the website thank you for coming up with this edit lesson completion screen keeps getting stuck only solution to continue is to force stop the app credit is lost for that lesson afterwards been an issue in the past but feels like it's increased happened about five times in a day,0.7469,0.161,0.069,positive,2,Other
"When I initially used Duolingo, I felt like it was almost perfect. I liked the lesson format, and the heart system was perfectly fine. Back then, I probably would have given it 4 or 5 stars. But now, basically everything I liked has been replaced with an inferior version. The change to a videogame-like layout wasn't too bad, but the new energy system is just abysmal. I feel like this change is both infuriating to users and it feels like it was only done to make more money. The ads don't help.",1,2026-03-20 18:53:32,3,play_store,Duolingo,"When I initially used Duolingo, I felt like it was almost perfect. I liked the lesson format, and the heart system was perfectly fine. Back then, I probably would have given it 4 or 5 stars. But now, basically everything I liked has been replaced with an inferior version. The change to a videogame-like layout wasn't too bad, but the new energy system is just abysmal. I feel like this change is both infuriating to users and it feels like it was only done to make more money. The ads don't help.",when i initially used duolingo i felt like it was almost perfect i liked the lesson format and the heart system was perfectly fine back then i probably would have given it 4 or 5 stars but now basically everything i liked has been replaced with an inferior version the change to a videogame-like layout wasn't too bad but the new energy system is just abysmal i feel like this change is both infuriating to users and it feels like it was only done to make more money the ads don't help,0.9314,0.245,0.094,positive,5,Other
"The spelling changes after putting in the correct word. I used some paper and ink, checked the spelling and the word changed, these were completely different words that the only similaritywas the 1st letter. Maybe it's the ai(?). I've done this for two days. If I can't effectively use my own device to communicate with this app, I don't need the app. Duolingo is enshitified.",1,2026-04-02 19:30:27,1,play_store,Duolingo,"The spelling changes after putting in the correct word. I used some paper and ink, checked the spelling and the word changed, these were completely different words that the only similaritywas the 1st letter. Maybe it's the ai(?). I've done this for two days. If I can't effectively use my own device to communicate with this app, I don't need the app. Duolingo is enshitified.",the spelling changes after putting in the correct word i used some paper and ink checked the spelling and the word changed these were completely different words that the only similaritywas the 1st letter maybe it's the ai i've done this for two days if i can't effectively use my own device to communicate with this app i don't need the app duolingo is enshitified,-0.3412,0.0,0.036,negative,4,Other
"Ah, duolingo wherw to begin. Used to be great and you had 3 little hearts that you only got one taken for getting an anwser wrong and could regain them by doing lessons! Now it has ads? On top of that, a stupid ""charge"" thing where you get one less charge for EVERY QUESTION?? And not just the normal duolingo ads anymore.. I just got a animal crossing ad? I reccomend for basic stuff, but not for actual learning.. Used to be great, then they ruined it for a cash grab.",3,2026-03-31 03:26:47,2,play_store,Duolingo,"Ah, duolingo wherw to begin. Used to be great and you had 3 little hearts that you only got one taken for getting an anwser wrong and could regain them by doing lessons! Now it has ads? On top of that, a stupid ""charge"" thing where you get one less charge for EVERY QUESTION?? And not just the normal duolingo ads anymore.. I just got a animal crossing ad? I reccomend for basic stuff, but not for actual learning.. Used to be great, then they ruined it for a cash grab.",ah duolingo wherw to begin used to be great and you had 3 little hearts that you only got one taken for getting an anwser wrong and could regain them by doing lessons now it has ads on top of that a stupid charge thing where you get one less charge for every question and not just the normal duolingo ads anymore i just got a animal crossing ad i reccomend for basic stuff but not for actual learning used to be great then they ruined it for a cash grab,0.5724,0.116,0.08,positive,1,Pricing & value
"The app itself is great. it's artstyle makes learning less daunting, and if you take a break there's a course refresher. HOWEVER there is a ad for their subscription, super duolingo, EVERUTIME YOU DO A LESSON. Lessons take under 90 seconds for me, and after everyone there's a subscription ad. sometimes there's a normal ad, THEN THE SUBSCRIPTION ONE. it drives me nuts. Edit: Duo doesn't count t most of the days I actually complete a lesson. it just won't progress. its made me consider a new app.",2,2026-03-15 18:26:30,13,play_store,Duolingo,"The app itself is great. it's artstyle makes learning less daunting, and if you take a break there's a course refresher. HOWEVER there is a ad for their subscription, super duolingo, EVERUTIME YOU DO A LESSON. Lessons take under 90 seconds for me, and after everyone there's a subscription ad. sometimes there's a normal ad, THEN THE SUBSCRIPTION ONE. it drives me nuts. Edit: Duo doesn't count t most of the days I actually complete a lesson. it just won't progress. its made me consider a new app.",the app itself is great it's artstyle makes learning less daunting and if you take a break there's a course refresher however there is a ad for their subscription super duolingo everutime you do a lesson lessons take under 90 seconds for me and after everyone there's a subscription ad sometimes there's a normal ad then the subscription one it drives me nuts edit duo doesn't count t most of the days i actually complete a lesson it just won't progress its made me consider a new app,0.6562,0.083,0.048,positive,1,Pricing & value
"This app is great way to casually learn a language because of the slow, gradual pace at which they introduce grammar/vocabulary and the gamified learning motivates you to keep up with daily lessons. Unfortunately, you will experience an update at some point that completely ruins your progress. Following the most recent update, I know maybe 1/4 of the vocab/grammar in my lessons. I tried reviewing unit 5 down from unit 19 and there were still a ton of words/concepts I didn't know.",2,2026-03-30 19:47:27,1,play_store,Duolingo,"This app is great way to casually learn a language because of the slow, gradual pace at which they introduce grammar/vocabulary and the gamified learning motivates you to keep up with daily lessons. Unfortunately, you will experience an update at some point that completely ruins your progress. Following the most recent update, I know maybe 1/4 of the vocab/grammar in my lessons. I tried reviewing unit 5 down from unit 19 and there were still a ton of words/concepts I didn't know.",this app is great way to casually learn a language because of the slow gradual pace at which they introduce grammar vocabulary and the gamified learning motivates you to keep up with daily lessons unfortunately you will experience an update at some point that completely ruins your progress following the most recent update i know maybe 1 4 of the vocab grammar in my lessons i tried reviewing unit 5 down from unit 19 and there were still a ton of words concepts i didn't know,0.5058,0.093,0.059,positive,2,Other
"Need more isolated conjugation practice or charts. Maybe, questions similar to the two lists that have to be matched, but for the same verb. Same with articles. Also, the weekly tournament should be respective to what your learning. This week, the top three people are playing chess and have 1000 more xp than anyone learning a language.",4,2026-03-19 18:09:57,1,play_store,Duolingo,"Need more isolated conjugation practice or charts. Maybe, questions similar to the two lists that have to be matched, but for the same verb. Same with articles. Also, the weekly tournament should be respective to what your learning. This week, the top three people are playing chess and have 1000 more xp than anyone learning a language.",need more isolated conjugation practice or charts maybe questions similar to the two lists that have to be matched but for the same verb same with articles also the weekly tournament should be respective to what your learning this week the top three people are playing chess and have 1000 more xp than anyone learning a language,0.8791,0.182,0.027,positive,0,Other
"Am stuck in a loop, doing identical lessons for weeks. Need to move to the next level. Can't review unit 13 anymore!!! Also, I don't want to continue with the Music app. I've been playing piano professionally for decades, but that's not of any help. This app needs a rethink. Meanwhile, please take it off my options. Thanks",1,2026-04-05 22:37:46,0,play_store,Duolingo,"Am stuck in a loop, doing identical lessons for weeks. Need to move to the next level. Can't review unit 13 anymore!!! Also, I don't want to continue with the Music app. I've been playing piano professionally for decades, but that's not of any help. This app needs a rethink. Meanwhile, please take it off my options. Thanks",am stuck in a loop doing identical lessons for weeks need to move to the next level can't review unit 13 anymore also i don't want to continue with the music app i've been playing piano professionally for decades but that's not of any help this app needs a rethink meanwhile please take it off my options thanks,0.5722,0.125,0.084,positive,3,Pricing & value
"I LOVE the repetition!! my only drawback is how LONG it takes to get energy and you can't do lessons without energy. I'm learning ruissian, just for fun, and I was originally doing it with ChatGPT but I couldnt hear anything so I didn't know how to pronounce it. It takes ~24 hours to let energy recharge on its own but you can pay money monthly to have infinite energy. You can watch an ad for +5, but you can't pause a lesson if you run out of energy so it restarts you completely.",4,2026-03-13 20:36:46,2,play_store,Duolingo,"I LOVE the repetition!! my only drawback is how LONG it takes to get energy and you can't do lessons without energy. I'm learning ruissian, just for fun, and I was originally doing it with ChatGPT but I couldnt hear anything so I didn't know how to pronounce it. It takes ~24 hours to let energy recharge on its own but you can pay money monthly to have infinite energy. You can watch an ad for +5, but you can't pause a lesson if you run out of energy so it restarts you completely.",i love the repetition my only drawback is how long it takes to get energy and you can't do lessons without energy i'm learning ruissian just for fun and i was originally doing it with chatgpt but i couldnt hear anything so i didn't know how to pronounce it it takes 24 hours to let energy recharge on its own but you can pay money monthly to have infinite energy you can watch an ad for 5 but you can't pause a lesson if you run out of energy so it restarts you completely,0.8818,0.138,0.029,positive,5,Other
"update: The newest version sucks. You can't practice as much as you want. I have a streak over 1000 days & probably stop. there are too many adds for BS, and no workbooks/explanations now. (old review 5 stars): it is easy and well done. They have more ads for the upgrade that are unable to be skipped. Many reviews say that the app just throws you in and expect you to guess. every section/Chapter, there is a workbook button you can click that explains what that section is teaching.",1,2026-03-22 01:54:38,12,play_store,Duolingo,"update: The newest version sucks. You can't practice as much as you want. I have a streak over 1000 days & probably stop. there are too many adds for BS, and no workbooks/explanations now. (old review 5 stars): it is easy and well done. They have more ads for the upgrade that are unable to be skipped. Many reviews say that the app just throws you in and expect you to guess. every section/Chapter, there is a workbook button you can click that explains what that section is teaching.",update the newest version sucks you can't practice as much as you want i have a streak over 1000 days probably stop there are too many adds for bs and no workbooks explanations now old review 5 stars it is easy and well done they have more ads for the upgrade that are unable to be skipped many reviews say that the app just throws you in and expect you to guess every section chapter there is a workbook button you can click that explains what that section is teaching,-0.1531,0.065,0.071,negative,1,Pricing & value
"Duolingo introduced me to the most fun and productive app I have ever seen. The UI is neat, the lessons are time-consuming in a good way, and the quality of the visuals is so smooth. I use it on both mobile and PC and I like the PC version more since the original heart system is still active, but I use the mobile app in times that I can't access my PC. Thanks for all the support Duo, and Happy Easter!",5,2026-04-03 09:41:32,0,play_store,Duolingo,"Duolingo introduced me to the most fun and productive app I have ever seen. The UI is neat, the lessons are time-consuming in a good way, and the quality of the visuals is so smooth. I use it on both mobile and PC and I like the PC version more since the original heart system is still active, but I use the mobile app in times that I can't access my PC. Thanks for all the support Duo, and Happy Easter!",duolingo introduced me to the most fun and productive app i have ever seen the ui is neat the lessons are time-consuming in a good way and the quality of the visuals is so smooth i use it on both mobile and pc and i like the pc version more since the original heart system is still active but i use the mobile app in times that i can't access my pc thanks for all the support duo and happy easter,0.9741,0.273,0.0,positive,3,Pricing & value
"Over monetized to force you into buying a subscription. But my main complaint is with the lessons. No matter which language I've tried, at a certain point, and it's about the same spot in each language, I hit a wall where I have to go back and spend a week+ redoing lessons in order build up my knowledge of the language because it throws too many new words and grammar, and not enough refreshs. ""Always Show Pinyin"" does not actually show all pinyin, including new words.",1,2026-03-29 12:38:55,3,play_store,Duolingo,"Over monetized to force you into buying a subscription. But my main complaint is with the lessons. No matter which language I've tried, at a certain point, and it's about the same spot in each language, I hit a wall where I have to go back and spend a week+ redoing lessons in order build up my knowledge of the language because it throws too many new words and grammar, and not enough refreshs. ""Always Show Pinyin"" does not actually show all pinyin, including new words.",over monetized to force you into buying a subscription but my main complaint is with the lessons no matter which language i've tried at a certain point and it's about the same spot in each language i hit a wall where i have to go back and spend a week redoing lessons in order build up my knowledge of the language because it throws too many new words and grammar and not enough refreshs always show pinyin does not actually show all pinyin including new words,-0.0672,0.03,0.044,negative,2,Other
"I'm learning Spanish, and I'm loving every minute of it! I bought a year of the premium and I considered it money well spent. I'm actually learning Spanish quite rapidly, so quickly that it's surprising me. My advice is : if it feel a little overly repetitive at times, this is exactly how I learn. English is my first language, and conjugating in Spanish is different and somewhat more difficult than in English. However, the lessons are very good with pounding in proper grammar and pronunciations.",5,2026-03-22 12:02:29,4,play_store,Duolingo,"I'm learning Spanish, and I'm loving every minute of it! I bought a year of the premium and I considered it money well spent. I'm actually learning Spanish quite rapidly, so quickly that it's surprising me. My advice is : if it feel a little overly repetitive at times, this is exactly how I learn. English is my first language, and conjugating in Spanish is different and somewhat more difficult than in English. However, the lessons are very good with pounding in proper grammar and pronunciations.",i'm learning spanish and i'm loving every minute of it i bought a year of the premium and i considered it money well spent i'm actually learning spanish quite rapidly so quickly that it's surprising me my advice is if it feel a little overly repetitive at times this is exactly how i learn english is my first language and conjugating in spanish is different and somewhat more difficult than in english however the lessons are very good with pounding in proper grammar and pronunciations,0.7939,0.119,0.045,positive,2,Other
This used to be the best language learning app ever but they've taken so many handy features away like the hints and the reminders. The stories and listening exercises used to be a good learning experience but now I don't even know what the hell to choose. I think I might start looking into other learning platforms because this is just straight up frustrating. Not to mention how everything is scattered around and all you get are the same words over and over again,1,2026-04-05 23:50:26,1,play_store,Duolingo,This used to be the best language learning app ever but they've taken so many handy features away like the hints and the reminders. The stories and listening exercises used to be a good learning experience but now I don't even know what the hell to choose. I think I might start looking into other learning platforms because this is just straight up frustrating. Not to mention how everything is scattered around and all you get are the same words over and over again,this used to be the best language learning app ever but they've taken so many handy features away like the hints and the reminders the stories and listening exercises used to be a good learning experience but now i don't even know what the hell to choose i think i might start looking into other learning platforms because this is just straight up frustrating not to mention how everything is scattered around and all you get are the same words over and over again,-0.0516,0.12,0.102,negative,0,Other
"I currently have a 966 day streak and this is the first time I think I've been asked to write a review. The 966 days do not include all my streak freezes. While I wish I could support Duolingo with $, I have never purchased anything, but I happily watch their short ads after my single lesson a day. I only do one lesson a day (< 3 min), but feel like if I got dropped in the country I'm studying, I'd be able to figure it out, so it works! Short ads, no forced subscriptions, and actual learning. S+",5,2026-03-23 21:58:39,5,play_store,Duolingo,"I currently have a 966 day streak and this is the first time I think I've been asked to write a review. The 966 days do not include all my streak freezes. While I wish I could support Duolingo with $, I have never purchased anything, but I happily watch their short ads after my single lesson a day. I only do one lesson a day (< 3 min), but feel like if I got dropped in the country I'm studying, I'd be able to figure it out, so it works! Short ads, no forced subscriptions, and actual learning. S+",i currently have a 966 day streak and this is the first time i think i've been asked to write a review the 966 days do not include all my streak freezes while i wish i could support duolingo with i have never purchased anything but i happily watch their short ads after my single lesson a day i only do one lesson a day 3 min but feel like if i got dropped in the country i'm studying i'd be able to figure it out so it works short ads no forced subscriptions and actual learning s,0.9327,0.139,0.01,positive,3,Pricing & value
"The energy system saved me. It wasn't worth the effort of using the app to go through two lessons a day before the energy ran out. It made me look at other apps and language learning systems. Today, after 7 years of using the app over multiple languages I'm deleting it. Rather than improving the learning system and gaining users as a result, they changed the profit system and hoped users would come along for the ride. The paid version does not add enough value to justify the cost.",2,2026-03-21 16:22:19,3,play_store,Duolingo,"The energy system saved me. It wasn't worth the effort of using the app to go through two lessons a day before the energy ran out. It made me look at other apps and language learning systems. Today, after 7 years of using the app over multiple languages I'm deleting it. Rather than improving the learning system and gaining users as a result, they changed the profit system and hoped users would come along for the ride. The paid version does not add enough value to justify the cost.",the energy system saved me it wasn't worth the effort of using the app to go through two lessons a day before the energy ran out it made me look at other apps and language learning systems today after 7 years of using the app over multiple languages i'm deleting it rather than improving the learning system and gaining users as a result they changed the profit system and hoped users would come along for the ride the paid version does not add enough value to justify the cost,0.9246,0.178,0.036,positive,5,Other
"Edit: it's kinda... super annoying now... only 2-3 lessons a day unless you watch ads, already ads and pop-ups before. Can't believe I was thinking of paying for this in the first place. Also if you start a lesson w/ low energy and run out, your progress is lost and you have to get more energy to start all over No easy way to learn grammar/sentence structure, always seems either too slow or too fast. I do still like the game aspects and the fact that it's free as well as the characters/lore:(tho",2,2026-04-03 03:43:12,10,play_store,Duolingo,"Edit: it's kinda... super annoying now... only 2-3 lessons a day unless you watch ads, already ads and pop-ups before. Can't believe I was thinking of paying for this in the first place. Also if you start a lesson w/ low energy and run out, your progress is lost and you have to get more energy to start all over No easy way to learn grammar/sentence structure, always seems either too slow or too fast. I do still like the game aspects and the fact that it's free as well as the characters/lore:(tho",edit it's kinda super annoying now only 2-3 lessons a day unless you watch ads already ads and pop-ups before can't believe i was thinking of paying for this in the first place also if you start a lesson w low energy and run out your progress is lost and you have to get more energy to start all over no easy way to learn grammar sentence structure always seems either too slow or too fast i do still like the game aspects and the fact that it's free as well as the characters lore tho,0.8712,0.177,0.081,positive,5,Other
I used this app for years to fill in gaps for a language I've been learning a long time. Recently they made changes to the course and now there are words being thrown at me that I've never seen but that I'm expected to know if I don't want to be penalized by the energy system that free users are subjected to. That system was also a recent change and just discourages me from longer learning sessions. The app is probably fine for beginners but as a long time user I just feel betrayed. Goodbye Duo,1,2026-03-29 10:40:41,2,play_store,Duolingo,I used this app for years to fill in gaps for a language I've been learning a long time. Recently they made changes to the course and now there are words being thrown at me that I've never seen but that I'm expected to know if I don't want to be penalized by the energy system that free users are subjected to. That system was also a recent change and just discourages me from longer learning sessions. The app is probably fine for beginners but as a long time user I just feel betrayed. Goodbye Duo,i used this app for years to fill in gaps for a language i've been learning a long time recently they made changes to the course and now there are words being thrown at me that i've never seen but that i'm expected to know if i don't want to be penalized by the energy system that free users are subjected to that system was also a recent change and just discourages me from longer learning sessions the app is probably fine for beginners but as a long time user i just feel betrayed goodbye duo,-0.3363,0.085,0.097,negative,3,Pricing & value
"doesn't handle synonyms well. example: provide the Spanish translation for ""book"". ""Libro"" is marked incorrect because it wants ""reserver""... which is ""to book"". Also, the entire social is broken. I have no social menu in the app. In the desktop site I can get a link to send to invite friends, but it doesn't work. My wife sent me her link and it didn't work either. I contacted support and the answer was basically ""thanks for the feedback! we don't respond to individual reports so too bad!""",2,2026-03-26 00:48:38,0,play_store,Duolingo,"doesn't handle synonyms well. example: provide the Spanish translation for ""book"". ""Libro"" is marked incorrect because it wants ""reserver""... which is ""to book"". Also, the entire social is broken. I have no social menu in the app. In the desktop site I can get a link to send to invite friends, but it doesn't work. My wife sent me her link and it didn't work either. I contacted support and the answer was basically ""thanks for the feedback! we don't respond to individual reports so too bad!""",doesn't handle synonyms well example provide the spanish translation for book libro is marked incorrect because it wants reserver which is to book also the entire social is broken i have no social menu in the app in the desktop site i can get a link to send to invite friends but it doesn't work my wife sent me her link and it didn't work either i contacted support and the answer was basically thanks for the feedback we don't respond to individual reports so too bad,0.1344,0.108,0.102,positive,4,Other
"I don't mind the limited options in duolingo, but super duolingo users should have separate leaderboards (im stuck in diamond). Its also easy to grind for xp in chess cause playing matches gives you 60 xp without even using any energy. The new energy system is great. Edit - after the last update I can't celebrate my friends achievements and after completing practice for 5 additional energy it doesn't give me my energy. lowering my review, will higher when these issues are adressed.",3,2026-03-31 04:54:43,0,play_store,Duolingo,"I don't mind the limited options in duolingo, but super duolingo users should have separate leaderboards (im stuck in diamond). Its also easy to grind for xp in chess cause playing matches gives you 60 xp without even using any energy. The new energy system is great. Edit - after the last update I can't celebrate my friends achievements and after completing practice for 5 additional energy it doesn't give me my energy. lowering my review, will higher when these issues are adressed.",i don't mind the limited options in duolingo but super duolingo users should have separate leaderboards im stuck in diamond its also easy to grind for xp in chess cause playing matches gives you 60 xp without even using any energy the new energy system is great edit - after the last update i can't celebrate my friends achievements and after completing practice for 5 additional energy it doesn't give me my energy lowering my review will higher when these issues are adressed,0.9789,0.329,0.104,positive,5,Other
"Bug report: Lately when I am about to make a checkmate to Oscar but I make a blunder, the app says ""That's not the best move"" and then it freezes. It will usually ley me rewind a move butt now it freezes. But the ""X"" button to quit is still responsive. and if I press it, it asks me if I want to resign. And if I clock on ""Keep playing"", the game is still frozen state.",4,2026-04-05 12:28:16,0,play_store,Duolingo,"Bug report: Lately when I am about to make a checkmate to Oscar but I make a blunder, the app says ""That's not the best move"" and then it freezes. It will usually ley me rewind a move butt now it freezes. But the ""X"" button to quit is still responsive. and if I press it, it asks me if I want to resign. And if I clock on ""Keep playing"", the game is still frozen state.",bug report lately when i am about to make a checkmate to oscar but i make a blunder the app says that's not the best move and then it freezes it will usually ley me rewind a move butt now it freezes but the x button to quit is still responsive and if i press it it asks me if i want to resign and if i clock on keep playing the game is still frozen state,-0.4682,0.079,0.115,negative,3,Pricing & value
